Comment;Model;MSETrain;MSETest;sMSETrain;sMSETest;R2Train;R2Test;TrainShape;TestShape
text + Очистка + Нормализация + разбиение на 3 словаря cvect + rate_log:True + доп.фичи + масштабирование ss + tittle_words_count, text_words_count, text_category_int, sites_text_count, ru_words_text_count, en_words_text_count, punctuations_text_count, emotions_text_count;"LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None,
         normalize=False)";18.88447337386996;117913770.5497734;4.345626925297426;10858.810733674907;0.8176690490385402;-180137.18507073878;(5000, 4422);(3931, 4422)
text + Очистка + Нормализация + разбиение на 3 словаря tfidf + rate_log:True + доп.фичи + масштабирование ss + tittle_words_count, text_words_count, text_category_int, sites_text_count, ru_words_text_count, en_words_text_count, punctuations_text_count, emotions_text_count;"LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None,
         normalize=False)";18.14044073819253;959.1132616509962;4.259159628165224;30.969553785145116;0.8248527377400285;-0.4652480488541131;(5000, 4422);(3931, 4422)
text + Очистка + Нормализация + разбиение на 3 словаря hashvect + rate_log:True + доп.фичи + масштабирование ss + tittle_words_count, text_words_count, text_category_int, sites_text_count, ru_words_text_count, en_words_text_count, punctuations_text_count, emotions_text_count;"LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None,
         normalize=False)";35.91517052230657;116211.79703644976;5.992926707570064;340.89851427726956;0.6532364410894247;-176.53806111321364;(5000, 3008);(3931, 3008)
text + Очистка + Нормализация + разбиение на 3 словаря cvect + rate_log:True + доп.фичи + масштабирование ss + tittle_words_count, text_words_count, text_category_int, sites_text_count, ru_words_text_count, en_words_text_count, punctuations_text_count, emotions_text_count;"Ridge(alpha=1, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=1, solver='auto', tol=0.001)";71.41862246483372;718.5790481163864;8.450953938155958;26.806324778238185;0.31044805472899084;-0.09778124263191645;(5000, 4422);(3931, 4422)
text + Очистка + Нормализация + разбиение на 3 словаря tfidf + rate_log:True + доп.фичи + масштабирование ss + tittle_words_count, text_words_count, text_category_int, sites_text_count, ru_words_text_count, en_words_text_count, punctuations_text_count, emotions_text_count;"Ridge(alpha=1, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=1, solver='auto', tol=0.001)";88.21545301080313;732.4692246258141;9.392308183338276;27.06416864834045;0.14827344567567569;-0.11900142052169338;(5000, 4422);(3931, 4422)
text + Очистка + Нормализация + разбиение на 3 словаря hashvect + rate_log:True + доп.фичи + масштабирование ss + tittle_words_count, text_words_count, text_category_int, sites_text_count, ru_words_text_count, en_words_text_count, punctuations_text_count, emotions_text_count;"Ridge(alpha=1, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=1, solver='auto', tol=0.001)";87.31482095097418;736.2379558501411;9.344239987873502;27.13370516258591;0.15696911309959294;-0.12475895333235965;(5000, 3008);(3931, 3008)
text + Очистка + Нормализация + разбиение на 3 словаря cvect + rate_log:True + доп.фичи + масштабирование ss + tittle_words_count, text_words_count, text_category_int, sites_text_count, ru_words_text_count, en_words_text_count, punctuations_text_count, emotions_text_count;"Lasso(alpha=1, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=1,
   selection='cyclic', tol=0.0001, warm_start=False)";103.96321524335002;800.5883017598294;10.196235346604649;28.294669140313857;-0.0037723332311481172;-0.2230676959567195;(5000, 4422);(3931, 4422)
text + Очистка + Нормализация + разбиение на 3 словаря tfidf + rate_log:True + доп.фичи + масштабирование ss + tittle_words_count, text_words_count, text_category_int, sites_text_count, ru_words_text_count, en_words_text_count, punctuations_text_count, emotions_text_count;"Lasso(alpha=1, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=1,
   selection='cyclic', tol=0.0001, warm_start=False)";103.96321524335002;800.5883017598294;10.196235346604649;28.294669140313857;-0.0037723332311481172;-0.2230676959567195;(5000, 4422);(3931, 4422)
text + Очистка + Нормализация + разбиение на 3 словаря hashvect + rate_log:True + доп.фичи + масштабирование ss + tittle_words_count, text_words_count, text_category_int, sites_text_count, ru_words_text_count, en_words_text_count, punctuations_text_count, emotions_text_count;"Lasso(alpha=1, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=1,
   selection='cyclic', tol=0.0001, warm_start=False)";103.96321524335002;800.5883017598294;10.196235346604649;28.294669140313857;-0.0037723332311481172;-0.2230676959567195;(5000, 3008);(3931, 3008)
text+ ru_words + w2v + rate_log:False;"LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None,
         normalize=False)";207.26046211922994;695.8500491670648;14.396543408722454;26.378969827630964;0.05958674329532543;-0.06305789691821806;(15722, 300);(3931, 300)
text+ ru_words + w2v + rate_log:False;"Ridge(alpha=1, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=1, solver='auto', tol=0.001)";211.5173310230244;698.1083999496876;14.543635412888499;26.421741046904682;0.04027183919712218;-0.06650800464811235;(15722, 300);(3931, 300)
text+ ru_words + w2v + rate_log:False;"Lasso(alpha=1, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=1,
   selection='cyclic', tol=0.0001, warm_start=False)";220.39296090475847;719.7478239014349;14.845637773593914;26.828116294317702;0.0;-0.09956679446094929;(15722, 300);(3931, 300)
text+ ru_words + w2v + rate_log:True;"LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None,
         normalize=False)";209.12436079617135;717.19869060365;14.461132763244079;26.7805655392796;0.05112958264332568;-0.09567245503286226;(15722, 300);(3931, 300)
text+ ru_words + w2v + rate_log:True;"Ridge(alpha=1, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=1, solver='auto', tol=0.001)";213.43944953679923;720.4888781062291;14.609567055077273;26.841923889807696;0.03155051476877302;-0.10069891125161945;(15722, 300);(3931, 300)
text+ ru_words + w2v + rate_log:True;"Lasso(alpha=1, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=1,
   selection='cyclic', tol=0.0001, warm_start=False)";221.93241273412806;741.3204460096323;14.897396172960162;27.227200480578833;-0.006985031749879189;-0.13252353035081876;(15722, 300);(3931, 300)
